references,vegetation,local,family,specie,month,nitrogen,phosphorus,potassium,calcium,magnesium,iron,manganese,zinc,copper,aluminum
"Moreno, M.I.C. (2005)",campo sujo,Panga,Leguminosae,Stryphnodendron polyphyllum Mart.,april,15.70,0.70,6.00,2.50,1.10,NA,NA,NA,NA,201
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Styracaceae,Styrax ferrugineus Nees & Mart.,april,14.70,0.80,7.60,5.70,0.80,NA,NA,NA,NA,189
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Symplocaceae,Symplocos platyphylla (Pohl) Benth.,april,15.00,0.80,5.10,3.90,1.40,NA,NA,NA,NA,5787
"Moreno, M.I.C. (2005)",campo cerrado,Panga,Bignoniaceae,Tabebuia ochracea A.H. Gentry,april,11.60,0.70,9.50,8.30,2.40,NA,NA,NA,NA,350
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Anacardiaceae,Tapirira guianensis Aubl.,april,12.70,1.00,7.50,3.90,2.90,NA,NA,NA,NA,333
"Moreno, M.I.C. (2005)",mata semidecícua,Panga,Combretaceae,Terminalia brasiliensis (Cambess. ex A. St.-Hil.) Eichler,april,22.70,1.10,10.70,15.50,3.30,NA,NA,NA,NA,372
"Moreno, M.I.C. (2005)",cerradão mesotrófico,Panga,Combretaceae,Terminalia brasiliensis (Cambess. ex A. St.-Hil.) Eichler,april,16.60,1.50,14.60,9.60,2.10,NA,NA,NA,NA,384
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Myristicaceae,Virola sebifera Aubl.,april,18.80,0.90,4.70,1.40,1.40,NA,NA,NA,NA,201
"Moreno, M.I.C. (2005)",cerradão distrófico,Panga,Vochysiaceae,Vochysia tucanorum Mart.,april,16.80,0.90,3.30,3.10,1.10,NA,NA,NA,NA,8628
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Vochysiaceae,Vochysia tucanorum Mart.,april,17.00,0.90,4.20,5.70,2.00,NA,NA,NA,NA,12552
"Moreno, M.I.C. (2005)",cerrado denso,Panga,Annonaceae,Xylopia aromatica (Lam.) Mart.,april,20.10,1.10,7.00,4.30,2.00,NA,NA,NA,NA,381
"Moreno, M.I.C. (2005)",cerrado sensu stricto,Panga,Annonaceae,Xylopia aromatica (Lam.) Mart.,april,19.70,1.00,7.40,6.10,1.40,NA,NA,NA,NA,237
